gene_id	gene	product	protein_id	old_locus_tag	A1A_S7	A1B_S8	A1C_S9	A2A_S10	A2B_S11	A2C_S12	A3A_S13	A3B_S14	A3C_S15	C1A_S16	C1B_S17	C1C_S18	C2A_60ng_S19	C2B_100ng_S20	C2B_60ng_S21	C2C_100ng_S22	C2C_60ng_S23	C3A_100ng_S24	C3A_60ng_S25	C3B_60ng_S26	C3C_100ng_S27	C3C_60ng_S28	C4A_S29	C4B_S30	C4C_S31	C5A_S32	C5B_S33	C5C_S34	Mock_S35	P6A_S1	P6B_S2	P6C_S3	P7A_S4	P7B_S5	P7C_S6
ACZ81_RS19740		hypothetical protein	WP_014951429.1		4	5	23	2	6	8	21	1	26	1	10	8	12	3	1	3	0	4	2	9	5	7	7	8	0	8	9	2	0	0	0	0	0	0	0
ACZ81_RS19745	tusA	sulfurtransferase TusA	WP_014951430.1		217	155	12	60	161	338	186	367	409	42	41	34	398	178	108	59	51	291	194	160	136	118	123	131	52	137	172	203	403	0	0	0	0	0	0
ACZ81_RS19750	pyrE	orotate phosphoribosyltransferase	WP_039228851.1		938	766	187	238	902	1846	745	1780	2805	383	257	336	2640	1092	717	280	201	1463	1062	812	852	696	739	642	383	943	1032	1023	123	0	0	0	0	0	0
ACZ81_RS19755	rph	ribonuclease PH	WP_014951432.1		1123	1093	352	283	1252	2221	1068	2864	4545	363	374	418	3623	1445	833	290	241	1622	1523	623	1203	1049	1187	1045	496	1153	1206	1110	519	0	0	0	0	0	0
ACZ81_RS19760		YicC family protein	WP_014977829.1		3614	3171	2593	679	1782	3867	2386	3697	5525	1424	1290	776	3338	2165	1353	955	897	2151	2111	1413	2012	1727	1617	1827	908	1492	1780	1486	153	0	0	0	0	0	0
ACZ81_RS19765		tryptophan 7-halogenase	WP_061486862.1		409	272	65	92	152	620	218	484	723	144	87	103	338	247	150	111	109	320	187	298	227	233	193	187	127	300	351	304	0	0	0	0	0	0	0
ACZ81_RS19770		tryptophan 7-halogenase	WP_061486864.1		889	827	237	149	455	1188	570	1136	1555	291	217	250	869	785	437	321	260	706	633	799	461	419	520	604	416	576	747	597	0	0	0	0	0	0	0
ACZ81_RS19775		TonB-dependent receptor	WP_014977831.1		4140	4854	346	367	934	5437	1436	1237	2385	1227	373	585	505	359	236	177	101	938	714	593	584	500	648	778	296	1196	936	1479	0	0	0	0	0	0	0
ACZ81_RS19780		GH1 family beta-glucosidase	WP_061486866.1		1939	1652	196	285	594	2222	1006	831	1486	656	225	306	855	608	332	172	107	412	380	393	326	243	282	358	159	451	365	524	0	0	0	0	0	0	0
ACZ81_RS19785		MFS transporter	WP_061486868.1		475	498	40	90	146	600	272	392	557	122	57	70	284	216	118	86	58	272	151	214	175	116	121	141	128	207	169	164	0	0	0	0	0	0	0
ACZ81_RS19790		LacI family transcriptional regulator	WP_014977832.1		929	770	357	188	600	1321	671	1172	1681	307	284	295	1364	701	401	390	339	975	704	793	496	411	459	404	500	704	630	665	0	0	0	0	0	0	0
ACZ81_RS19795		heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein	WP_061486870.1		431	494	339	128	206	1065	431	1089	1559	228	187	115	332	284	230	154	122	397	260	365	265	193	169	200	152	196	208	299	0	0	0	0	0	0	0
ACZ81_RS19800		nuclear transport factor 2 family protein	WP_061486872.1		385	307	98	50	166	402	206	325	504	161	112	55	349	239	132	109	49	226	196	127	185	166	128	154	42	118	181	159	0	0	0	0	0	0	0
ACZ81_RS19805		OmpA family protein	WP_014951442.1		1701	2453	862	394	899	1937	2402	2479	2895	1883	176	161	1899	4033	2682	545	467	1364	1046	2420	665	577	519	520	245	861	1106	701	65	0	0	0	0	0	0
ACZ81_RS19810		HD-GYP domain-containing protein	WP_061486874.1		6075	7022	3503	709	1405	4279	2319	3724	4953	1859	1022	592	1673	1291	873	630	467	1207	981	1792	944	743	591	702	514	970	980	854	0	0	0	0	0	0	0
ACZ81_RS19815		MGMT family protein	WP_014951444.1		758	499	251	150	178	477	447	601	556	222	104	66	414	372	272	182	158	310	295	529	239	166	172	150	369	181	297	185	0	0	0	0	0	0	0
ACZ81_RS19820		DTW domain-containing protein	WP_061486876.1		44	55	10	6	65	93	37	18	70	24	14	12	62	32	16	18	7	43	56	28	41	46	33	35	12	41	28	29	0	0	0	0	0	0	0
ACZ81_RS19825		glutathione S-transferase family protein	WP_039228873.1		276	340	43	43	270	562	280	700	1179	144	84	97	600	421	322	127	105	477	404	170	356	274	246	257	137	289	338	320	0	0	0	0	0	0	0
ACZ81_RS19830		hypothetical protein	WP_039228875.1		311	274	67	59	207	637	320	586	746	108	73	63	336	326	236	150	171	251	224	486	214	181	183	189	203	196	168	143	0	0	0	0	0	0	0
ACZ81_RS19835	atpC	F0F1 ATP synthase subunit epsilon	WP_014951448.1		1199	641	109	308	796	2330	918	1215	2374	113	190	275	913	1237	908	747	512	1536	909	938	805	683	532	652	436	963	1074	1008	5133	2	0	0	0	0	0
ACZ81_RS19840	atpD	F0F1 ATP synthase subunit beta	WP_039221268.1		6613	3588	430	1504	4560	11920	4068	7340	14699	1115	1229	1443	6735	7373	4373	2989	2804	10231	5553	3044	4930	3933	3337	3763	1333	5758	6378	6339	20958	4	0	0	1	0	0
ACZ81_RS19845	atpG	F0F1 ATP synthase subunit gamma	WP_012520217.1		4736	1733	194	1045	2265	5524	1849	3839	6968	506	466	700	6778	4072	2340	1626	1273	4966	2763	2383	2540	1953	1877	1998	779	3239	3277	3007	13336	7	0	0	0	0	0
ACZ81_RS19850	atpA	F0F1 ATP synthase subunit alpha	WP_014951450.1		9258	4738	343	1726	4890	11925	2893	8376	14753	1277	951	1419	24995	8757	5650	3120	2508	11828	6341	3640	5442	4314	3921	3907	959	6164	6497	6494	40439	3	0	0	0	0	0
ACZ81_RS19855	atpH	F0F1 ATP synthase subunit delta	WP_014951451.1		4017	2088	119	1040	3100	4642	1635	4332	7633	710	449	674	14812	4694	2826	1533	1443	5147	2924	2241	2501	2038	1858	1791	331	2632	2569	2576	17155	2	0	0	0	0	0
ACZ81_RS19860	atpF	F0F1 ATP synthase subunit B	WP_014951452.1		4809	3208	328	1396	3601	6936	2507	5518	9077	1055	655	876	18710	6919	4141	2159	1836	7365	4002	4378	3562	2902	2595	2144	589	3922	3655	3741	24588	1	0	0	0	0	0
ACZ81_RS19865	atpE	F0F1 ATP synthase subunit C	WP_012520222.1		1031	797	150	312	1073	1971	834	2057	2907	297	156	245	5597	2227	1341	559	433	2026	1297	1201	1276	812	853	663	233	1037	904	1008	8103	0	0	0	0	0	0
ACZ81_RS19870	atpB	F0F1 ATP synthase subunit A	WP_012520223.1		1261	1552	621	181	2608	3480	2207	7386	8230	418	174	426	12216	4666	3193	1020	852	5347	3561	2328	2595	2076	2302	1317	1166	2776	3119	1740	10536	1	0	0	0	0	0
ACZ81_RS19875		ATP synthase subunit I	WP_014977839.1		1404	1483	878	318	1182	1708	2346	6311	3195	362	132	309	1284	2576	1662	1602	1265	2489	1603	4598	1152	755	1713	1067	4231	2199	2530	1035	1797	0	0	0	0	0	0
ACZ81_RS19880		ParB/RepB/Spo0J family partition protein	WP_014951454.1		1605	1668	369	389	1646	3261	1429	3449	4447	484	458	482	2408	1979	1190	869	723	3096	1943	2858	1705	1460	1441	1511	1091	2050	2740	1770	1155	0	0	0	0	0	0
ACZ81_RS19885		ParA family protein	WP_014951455.1		2782	2325	600	684	2122	3888	1814	3606	5044	779	636	679	2728	2423	1436	1330	1015	3236	1995	3517	1882	1534	1742	1686	1436	2252	3114	2121	2451	0	0	0	0	0	0
ACZ81_RS19890	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	WP_014951456.1		1311	958	361	259	971	2090	965	1764	2011	449	357	424	1660	1008	693	640	471	1466	1080	2262	813	731	824	784	811	1140	1319	995	1100	0	0	0	0	0	0
ACZ81_RS19895	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	WP_039228881.1		1959	3987	1632	1296	7227	10354	5811	19218	23195	1693	865	1138	24389	8946	5572	2365	1761	10407	7432	6496	5129	4457	5294	3886	3630	5188	7819	3897	17769	0	0	0	3	0	0
ACZ81_RS19900	ltrA	group II intron reverse transcriptase/maturase	WP_061439274.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS19905		ATP-binding protein	WP_014951458.1		1792	1983	547	364	1203	3375	1266	2758	4254	655	674	679	2973	1705	1056	626	501	1834	1135	1179	1194	935	977	1008	586	1310	1444	1266	34	0	0	0	0	0	0
ACZ81_RS19910		flavodoxin	WP_015000151.1		157	222	38	36	185	444	153	355	731	42	41	60	413	186	78	37	54	317	163	69	175	141	148	157	31	142	180	136	16	0	0	0	0	2	0
ACZ81_RS19915	mioC	FMN-binding protein MioC	WP_014977843.1		154	186	40	53	251	363	169	272	781	75	39	71	412	202	128	41	46	189	185	81	188	156	123	142	29	169	142	130	0	0	0	0	0	0	0
ACZ81_RS19920	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	WP_061486878.1		757	1100	138	128	712	1351	648	1478	3065	247	164	209	1986	927	527	262	184	1030	581	256	593	559	500	500	101	589	794	787	37	0	0	0	0	0	0
ACZ81_RS19925		YajQ family cyclic di-GMP-binding protein	WP_039228889.1		872	1059	152	155	609	1033	841	1203	2189	195	130	107	1211	695	404	240	165	561	418	381	424	377	380	357	144	459	484	438	146	0	0	0	0	0	0
ACZ81_RS19930	yidC	membrane protein insertase YidC	WP_061486880.1		833	1226	341	374	1429	2410	1183	3060	4253	373	209	321	5112	1770	1129	499	439	2253	1706	1699	1259	1014	869	710	525	1010	1269	887	1057	0	2	0	0	0	0
ACZ81_RS19935	rnpA	ribonuclease P protein component	WP_015000154.1		224	389	329	125	1430	1282	1150	4350	6230	202	31	152	2405	1446	824	648	429	1402	1413	1331	952	762	784	587	374	810	1031	368	1878	0	0	0	0	0	0
ACZ81_RS19940	rpmH	50S ribosomal protein L34	WP_014290886.1		677	796	614	328	756	1308	1965	4618	2843	300	75	237	1321	2272	1271	949	652	1240	1238	3558	983	696	1032	679	1929	918	898	452	8153	0	8	0	0	0	0
ACZ81_RS19945		APC family permease			396	716	131	144	436	1332	371	1346	2369	186	231	267	1729	914	637	251	205	618	369	263	424	418	334	375	103	458	575	512	146	0	0	0	0	0	0
ACZ81_RS19950		copper resistance protein B	WP_012516916.1		694	1346	173	286	700	2028	424	2284	3255	484	370	550	3347	1649	1124	371	310	850	643	430	660	614	405	508	159	575	597	723	332	0	0	0	0	0	0
ACZ81_RS19955		copper resistance system multicopper oxidase			1263	3223	231	519	1692	4767	556	6548	8734	1022	807	1245	11814	4757	3063	710	560	2264	1708	355	1678	1411	1131	1283	75	1220	1552	1530	236	0	0	0	0	0	0
ACZ81_RS19960		glutaredoxin			124	258	98	87	237	584	175	523	643	171	42	63	597	606	403	93	76	159	164	128	153	140	83	95	21	159	176	117	116	0	0	0	0	0	0
ACZ81_RS19965		DUF305 domain-containing protein	WP_012516919.1		123	85	112	52	171	269	212	444	431	199	41	32	363	649	402	51	37	104	95	128	135	112	61	79	36	66	71	36	90	0	0	0	0	0	0
ACZ81_RS19970		ion channel	WP_061487023.1		291	321	376	29	133	244	204	325	490	204	147	71	305	208	122	145	75	231	187	224	128	113	47	68	23	141	72	95	20	0	0	0	0	0	0
ACZ81_RS19975		RHS repeat-associated core domain-containing protein	WP_061487024.1		720	732	407	161	408	1089	603	897	1148	226	223	173	672	659	439	450	310	864	507	1101	428	375	323	349	457	562	534	416	10	0	0	0	0	0	0
ACZ81_RS19980		hypothetical protein	WP_139125469.1		294	183	69	87	182	513	200	455	688	92	73	45	397	301	203	122	92	277	224	347	187	152	172	154	127	220	246	180	0	0	0	0	0	0	0
ACZ81_RS19985	cadR	Cd(II)/Pb(II)-responsive transcriptional regulator	WP_015065929.1		6490	6208	8017	1031	2282	6401	3218	3983	5685	3917	2615	852	2671	1613	1190	1234	1017	2247	1835	3361	1467	1194	945	1118	1189	1235	1161	1114	0	0	0	2	0	0	1
ACZ81_RS19990		ATP-binding protein			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS19995	istA	IS21 family transposase			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS20005		cation transporter			54	96	11	11	51	108	44	83	58	11	20	32	44	42	30	34	18	62	39	101	36	20	18	27	27	29	48	49	246	0	0	0	0	0	0
ACZ81_RS20015		TolC family protein	WP_232376041.1		72	75	25	6	22	76	42	90	170	16	6	13	136	42	32	32	18	56	42	44	20	9	10	24	41	44	30	17	63	0	0	0	0	0	0
ACZ81_RS20020		HlyD family secretion protein	WP_232376042.1		48	46	47	13	60	81	26	88	78	29	13	21	55	67	22	31	15	42	31	42	33	17	21	16	29	65	26	27	19	0	0	0	0	0	0
ACZ81_RS20025		CusA/CzcA family heavy metal efflux RND transporter			676	513	277	176	791	1652	787	1286	2217	247	283	209	957	809	535	340	243	807	555	662	541	522	354	501	320	548	718	446	460	0	0	0	0	0	0
ACZ81_RS20030		hypothetical protein	WP_061093927.1		123	205	66	37	71	234	121	241	349	33	34	29	160	91	74	55	62	82	71	112	61	57	56	72	34	86	60	38	0	0	0	0	0	0	0
ACZ81_RS20035		hypothetical protein	WP_061487026.1		102	147	76	40	90	165	109	201	383	35	36	32	159	121	56	59	34	138	84	65	64	52	44	61	26	68	81	60	0	0	0	0	0	0	0
ACZ81_RS20040		IS5 family transposase			546	437	281	110	328	743	280	566	773	252	151	118	608	279	201	179	114	377	274	482	243	209	226	223	219	338	230	170	694	0	0	0	0	0	0
ACZ81_RS20045		hypothetical protein	WP_069945580.1		124	121	56	62	113	228	122	353	434	88	29	30	135	160	67	83	86	128	96	249	125	80	97	100	169	134	103	59	0	0	0	0	0	0	0
ACZ81_RS20050	merR	Hg(II)-responsive transcriptional regulator	WP_061095336.1		142	72	22	1	120	189	84	264	458	25	29	22	140	106	55	40	57	61	82	152	75	79	73	80	32	87	80	69	0	0	0	0	0	0	0
ACZ81_RS20055		mercuric transporter MerT	WP_020743019.1		44	83	15	24	40	153	72	113	196	31	13	35	84	47	29	11	33	40	24	26	46	10	36	27	13	49	25	64	0	0	0	0	0	0	0
ACZ81_RS20060	merP	mercury resistance system periplasmic binding protein MerP	WP_020743018.1		45	30	18	15	56	153	33	116	152	11	13	46	52	39	33	11	20	25	30	23	12	37	29	14	15	17	24	40	0	0	0	0	0	0	0
ACZ81_RS20065	merC	organomercurial transporter MerC	WP_020743017.1		56	71	18	31	59	158	40	120	203	15	32	24	83	77	35	21	18	65	33	44	30	39	28	19	19	47	34	59	0	0	0	0	0	0	0
ACZ81_RS20070	merA	mercury(II) reductase			346	292	130	40	279	442	216	454	949	106	100	96	512	301	220	139	77	359	231	270	217	210	201	197	145	250	245	281	0	0	0	0	0	0	0
ACZ81_RS20075		hypothetical protein	WP_061487027.1		1488	1271	707	540	1707	3249	1490	3950	5502	653	371	571	1846	1073	642	668	462	1609	1434	1009	1235	1010	894	975	537	1854	1421	1139	0	0	0	0	0	0	0
ACZ81_RS20080		hypothetical protein	WP_145912152.1		300	341	64	132	477	917	296	878	1523	102	85	178	728	373	176	94	80	461	415	155	250	204	258	199	45	293	304	308	0	0	0	0	0	0	0
ACZ81_RS20085		ATP-binding cassette domain-containing protein	WP_081106149.1		585	378	111	141	512	1459	423	985	1970	104	127	229	1064	499	379	240	209	499	575	859	337	294	305	410	223	518	516	541	0	0	0	0	0	0	0
ACZ81_RS20090		hypothetical protein	WP_061487029.1		75	74	24	25	26	190	77	128	197	17	34	20	94	57	41	29	41	81	51	71	64	44	41	47	45	60	86	79	0	0	0	0	0	0	0
ACZ81_RS20095		hypothetical protein	WP_061487030.1		205	168	64	32	156	415	125	167	443	77	46	65	221	172	78	51	76	160	132	89	113	108	80	95	43	118	182	98	0	0	0	0	0	0	0
ACZ81_RS20100		tyrosine-type recombinase/integrase	WP_061487031.1		2235	1151	440	183	325	983	529	509	921	287	275	294	562	259	166	146	98	219	168	258	162	135	196	164	158	169	189	179	0	0	0	0	0	0	0
ACZ81_RS20105		hypothetical protein	WP_061487032.1		85	72	27	35	115	146	45	113	210	47	47	51	157	77	26	22	26	69	58	29	49	28	40	45	12	33	44	94	0	0	0	0	0	0	0
ACZ81_RS20110		transposase	WP_061486061.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS20115	tnpB	IS66 family insertion sequence element accessory protein TnpB	WP_012518757.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS20120		IS66 family transposase			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS20125		hypothetical protein	WP_015066045.1		2	0	2	0	6	17	6	13	0	0	4	0	0	0	1	5	1	5	0	2	1	0	0	1	5	4	0	4	0	0	0	0	0	0	0
ACZ81_RS20130		DUF3955 domain-containing protein	WP_012516888.1		1189	738	565	287	812	1279	594	1198	1729	429	307	172	1193	778	588	479	391	622	607	1047	428	324	329	256	246	581	412	340	270	0	0	0	0	0	0
ACZ81_RS20135		cation diffusion facilitator family transporter			688	371	274	123	378	1127	353	900	1589	288	170	226	1180	778	421	396	234	448	461	863	422	272	269	245	151	334	272	318	416	0	0	0	0	0	0
ACZ81_RS20140		CusA/CzcA family heavy metal efflux RND transporter			956	846	525	383	669	1882	678	1305	2019	515	453	676	3882	967	614	504	404	749	591	691	490	422	382	345	211	546	588	584	563	0	0	0	0	0	0
ACZ81_RS20150		TolC family protein	WP_232376046.1		902	905	380	263	1029	2120	702	2841	2366	631	330	760	16836	1445	979	464	326	918	637	532	679	430	388	347	190	722	963	565	843	0	0	0	0	0	0
ACZ81_RS20170		hypothetical protein	WP_012516879.1		508	277	95	86	119	497	219	422	522	103	76	36	346	345	228	245	152	296	298	801	285	204	184	163	242	162	190	147	134	0	0	0	0	0	0
ACZ81_RS20180		hypothetical protein	WP_012516877.1		90	93	13	56	95	174	34	198	458	37	33	43	186	107	74	59	25	83	90	16	90	81	82	88	0	47	80	57	19	0	0	0	0	0	0
ACZ81_RS20185		cation transporter			229	179	33	117	177	576	104	598	914	84	88	54	402	314	164	102	79	232	265	87	281	202	144	218	13	147	176	215	70	0	0	0	0	0	0
ACZ81_RS20190		hypothetical protein	WP_015066023.1		227	186	42	75	226	369	115	509	681	47	55	49	379	219	127	69	55	281	211	96	170	190	122	146	29	158	162	180	61	0	0	0	0	0	0
ACZ81_RS20195		isoprenylcysteine carboxylmethyltransferase family protein			106	123	16	26	130	321	82	258	596	27	41	32	242	188	115	24	30	147	107	71	126	105	86	66	10	102	108	112	22	0	0	0	0	0	0
ACZ81_RS20200		DUF2933 domain-containing protein			135	135	16	35	59	213	91	255	518	21	48	12	212	130	109	37	46	121	80	51	91	79	54	54	6	59	73	51	27	0	0	0	0	0	0
ACZ81_RS20205		cupredoxin domain-containing protein	WP_012516868.1		226	141	5	22	76	208	95	295	425	21	38	48	216	129	99	55	50	121	107	62	106	70	88	64	14	104	108	126	36	0	0	0	0	0	0
ACZ81_RS20210		heavy metal translocating P-type ATPase			659	1047	115	389	536	1119	476	1519	2422	167	180	161	1090	807	453	246	191	849	481	285	519	505	415	446	99	476	730	639	154	0	0	0	0	0	0
ACZ81_RS20215		MerR family DNA-binding protein	WP_012516866.1		155	146	21	64	93	136	108	239	317	29	12	17	141	104	88	57	21	92	54	63	80	83	76	73	25	63	58	63	34	0	0	0	0	0	0
ACZ81_RS20220	hypE	hydrogenase expression/formation protein HypE	WP_232376048.1		272	190	43	103	164	283	176	366	418	39	33	34	261	162	93	69	48	180	131	140	116	93	86	88	34	96	139	154	55	0	0	0	0	0	0
ACZ81_RS20230	hypD	hydrogenase formation protein HypD	WP_012516863.1		321	391	85	95	217	473	195	636	879	60	37	42	416	346	149	89	68	341	222	90	221	133	118	146	40	179	231	266	63	0	0	0	0	0	0
ACZ81_RS20235	hypB	hydrogenase nickel incorporation protein HypB	WP_020742696.1		212	305	36	98	185	299	119	564	742	35	24	44	201	178	104	45	31	159	152	51	158	130	104	125	13	77	136	165	16	0	0	0	0	0	0
ACZ81_RS20240		hydrogenase maturation nickel metallochaperone HypA	WP_232376052.1		134	130	12	19	60	133	50	241	203	26	13	17	103	55	35	14	18	68	55	16	50	35	27	46	11	42	39	38	0	0	0	0	0	0	0
ACZ81_RS20245		HypC/HybG/HupF family hydrogenase formation chaperone	WP_012516860.1		126	103	28	63	52	109	50	119	135	7	17	10	81	71	15	16	9	52	35	21	22	43	33	32	10	24	36	26	0	0	0	0	0	0	0
ACZ81_RS20250		hypothetical protein	WP_012516859.1		90	82	20	44	38	66	33	94	149	16	12	12	51	33	18	9	12	39	34	10	22	16	13	9	0	23	38	23	4	0	0	0	0	0	0
ACZ81_RS20255		nickel-dependent hydrogenase large subunit			822	1062	78	325	415	848	474	951	1511	103	86	106	490	426	289	139	127	413	280	189	306	219	215	175	58	208	341	324	51	0	0	0	0	0	0
ACZ81_RS20260		hydrogenase small subunit	WP_061487034.1		530	583	38	251	283	462	264	643	941	80	59	59	298	277	174	106	50	268	160	59	148	161	118	133	29	164	137	150	11	0	0	0	0	0	0
ACZ81_RS20265		hydrogenase expression/formation protein	WP_006991848.1		196	188	11	49	67	136	79	155	404	26	21	21	123	67	58	41	14	50	53	28	38	55	46	37	8	57	45	51	4	0	0	0	0	0	0
ACZ81_RS20270		HyaD/HybD family hydrogenase maturation endopeptidase	WP_020742695.1		258	295	26	22	126	250	178	241	318	29	49	30	145	90	40	44	26	67	75	71	81	59	66	78	30	77	81	76	10	0	0	0	0	0	0
ACZ81_RS20275		hypothetical protein	WP_061487035.1		420	429	49	63	129	410	211	480	525	65	39	36	231	169	115	87	74	271	108	136	108	157	73	112	65	105	125	128	44	2	0	0	0	0	0
ACZ81_RS20280		hypothetical protein	WP_014997000.1		315	406	29	69	102	239	219	403	448	50	18	18	178	108	42	32	21	73	67	32	68	65	50	37	9	47	64	48	20	0	0	0	0	0	0
ACZ81_RS20285		hypothetical protein	WP_014996999.1		457	616	27	68	138	245	197	289	354	75	26	35	171	105	60	79	70	119	38	67	77	61	35	32	29	58	72	80	28	0	0	0	0	0	0
ACZ81_RS20290		2Fe-2S iron-sulfur cluster-binding protein	WP_061487036.1		842	1415	98	157	471	588	356	995	1380	156	90	91	819	408	240	106	101	350	213	119	265	187	98	136	66	199	209	247	29	2	0	0	0	0	0
ACZ81_RS20300		hypothetical protein	WP_012516849.1		723	939	75	204	394	462	328	716	1214	151	65	41	565	287	167	134	82	284	205	101	184	177	104	132	32	64	95	102	23	0	0	0	0	0	0
ACZ81_RS20305		hypothetical protein	WP_012516848.1		669	1101	109	133	482	515	282	647	1415	124	65	30	743	313	212	131	70	191	220	94	221	198	148	147	14	57	65	72	70	0	0	0	0	0	0
ACZ81_RS20320		hypothetical protein	WP_232376055.1		1356	1899	732	295	1041	2335	1065	2529	3825	664	543	298	1020	1044	563	531	404	1065	801	1213	784	744	568	709	449	799	622	648	363	0	0	0	0	0	0
ACZ81_RS20325		DUF1624 domain-containing protein	WP_015066009.1		33	47	23	20	32	91	31	109	157	14	6	16	70	77	35	47	14	54	69	83	40	36	48	26	31	70	68	31	44	0	0	0	0	0	0
ACZ81_RS20335		nuclear transport factor 2 family protein	WP_232376031.1		26	36	3	9	52	78	52	112	186	33	12	15	131	74	36	17	7	59	62	21	52	42	30	42	15	39	61	63	33	0	0	0	0	0	0
ACZ81_RS20340		CopD family protein	WP_049587497.1		164	303	86	51	158	478	123	457	791	89	88	115	415	285	197	79	62	279	209	117	234	173	155	156	69	201	188	252	100	0	0	0	0	0	0
ACZ81_RS20345		copper resistance protein CopC	WP_061487038.1		99	166	33	8	95	292	85	250	543	53	36	54	282	190	110	63	39	171	145	62	125	112	111	116	19	86	92	128	63	0	0	0	0	0	0
ACZ81_RS20355		efflux RND transporter permease subunit			542	501	191	139	407	1011	451	848	1595	174	231	186	726	728	373	288	230	755	534	500	396	360	415	357	212	423	574	543	235	0	0	0	0	0	0
ACZ81_RS20360		efflux RND transporter periplasmic adaptor subunit	WP_232376033.1		171	189	47	38	135	313	153	283	445	60	41	65	305	191	159	104	48	184	159	177	148	119	114	145	118	116	157	186	87	0	0	0	0	0	0
ACZ81_RS20365		TolC family protein	WP_014996986.1		92	107	33	9	81	264	51	250	439	35	37	61	377	146	100	37	43	74	87	27	152	83	68	90	40	57	101	143	32	0	0	0	0	0	0
ACZ81_RS20370		DUF411 domain-containing protein			39	83	23	15	39	147	27	98	114	9	32	25	129	69	57	28	11	60	45	24	56	38	20	37	6	46	51	60	10	0	0	0	0	0	0
ACZ81_RS20375		heavy metal response regulator transcription factor			1022	975	525	291	1017	1882	1123	2693	3299	554	358	322	5033	2670	1699	1022	888	1495	1110	1734	750	636	632	533	517	965	1032	730	1717	0	0	0	0	0	0
ACZ81_RS20390		hypothetical protein	WP_145912154.1		68	70	51	11	33	101	49	61	71	25	20	20	35	32	24	32	20	40	28	70	29	21	16	28	29	23	33	20	0	0	0	0	0	0	0
ACZ81_RS20395		hypothetical protein	WP_061487041.1		265	252	66	54	168	414	158	272	347	136	58	131	133	101	63	71	57	117	88	149	74	53	72	66	81	76	74	88	0	0	0	0	0	0	0
ACZ81_RS20400		hypothetical protein	WP_061487042.1		34	32	7	0	32	51	13	74	67	6	4	5	69	44	23	6	9	6	27	26	21	19	14	6	14	34	15	21	0	0	0	0	0	0	0
ACZ81_RS20405		PEP-CTERM sorting domain-containing protein	WP_061487043.1		361	474	144	118	406	728	407	793	1062	125	85	153	307	437	254	165	124	221	203	452	158	130	146	122	132	205	191	206	0	0	0	0	0	0	0
ACZ81_RS20410		hypothetical protein	WP_145912155.1		39	36	25	9	57	134	25	96	207	27	17	15	84	71	25	49	10	39	94	76	88	70	62	77	35	45	50	52	0	0	0	0	0	0	0
ACZ81_RS20415		hypothetical protein	WP_061487045.1		17	33	24	0	24	85	48	54	129	13	28	16	21	28	29	25	18	24	21	34	37	24	20	24	15	32	32	21	0	0	0	0	0	0	0
ACZ81_RS20425		hypothetical protein	WP_061487047.1		16	37	8	3	15	17	20	31	58	6	2	1	13	5	0	6	0	5	3	4	1	4	6	8	3	5	0	3	0	0	0	0	0	0	0
ACZ81_RS20430		ParB N-terminal domain-containing protein	WP_061487048.1		1900	1510	146	279	990	1954	415	1453	1942	728	299	470	2189	567	308	147	149	549	451	194	403	394	267	346	34	337	495	445	0	0	0	0	0	0	0
ACZ81_RS20435		ParA family protein	WP_145912156.1		1240	949	108	199	706	1417	396	917	1116	524	171	392	1149	305	140	81	76	372	279	87	253	178	178	151	10	171	206	191	0	0	0	0	0	0	0
ACZ81_RS20440		AAA family ATPase	WP_061487050.1		1492	995	101	225	745	1282	683	1061	1022	618	122	344	846	304	159	89	84	272	232	193	169	173	180	168	53	190	231	141	0	0	0	0	0	0	0
ACZ81_RS20450		hypothetical protein	WP_061487052.1		631	428	117	120	292	841	232	854	1564	203	133	178	1904	668	407	191	144	536	522	244	352	322	348	257	60	228	304	319	0	0	0	0	0	0	0
ACZ81_RS20455		hypothetical protein	WP_061487053.1		310	169	74	58	136	334	79	240	557	61	61	45	564	220	160	67	37	196	161	121	152	113	105	95	38	102	144	159	0	0	0	0	0	0	0
